stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,16.35,0,4.09,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,8.56,2.14,0,0,0,0,0,0,0,0,0,0,1.07,0,2.14,6.42,1.07,21.4,0,0,0,1.07,19.26,11.77,0,0,0,6.42,2.14,0,0,0,12.84,0,0,0
21Day,4.02,0,0,9.37,1.34,5.35,0,0,0,0,0,0,0,1.34,0,1.34,1.34,2.68,0,1.34,77.63,0,0,13.39,0,5.35,8.03,0,0,0,10.71,2.68,0,1.34,0,21.42,0,0,0
3Month,0,1.6,0.32,8.32,0.32,0,0.64,0.32,0.64,0.64,3.84,0,0,8,2.24,0,3.2,12.8,2.88,2.24,197.41,0.96,0,4.8,0.96,0.64,0.32,0.32,3.84,0,1.6,0.32,16.32,0,0,0,0.32,11.84,1.92
22Month,1.09,2.73,1.09,16.95,0.55,0,2.73,0,0,1.64,14.21,3.28,0,43.19,2.73,1.09,8.2,2.73,2.73,4.92,114.8,0.55,3.83,1.09,0,1.64,0,2.19,0,4.92,0,0.55,21.87,2.19,0.55,0.55,0,0,0.55
