stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,8.17,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,237.49,1.07,11.77,2.14,5.35,0,0,1.07,0,0,0,0,0,0,4.28,7.49,0,73.82,0,1.07,40.65,5.35,204.33,28.88,5.35,1.07,35.3,0,0,6.42,0,0,10.7,0,0,0
21Day,200.78,1.34,13.39,1.34,6.69,0,1.34,0,0,0,2.68,0,5.35,0,9.37,5.35,2.68,89.68,0,0,145.9,0,104.41,13.39,2.68,5.35,53.54,10.71,0,4.02,0,4.02,44.17,0,0,2.68
3Month,12.16,3.2,14.4,0,0,0.32,0,4.8,2.88,0,13.76,3.52,0,5.12,48.63,5.12,2.88,36.47,1.6,0,24,9.28,2.88,0.64,4.8,0.32,3.52,0.64,2.24,3.84,0,0,1.6,3.2,2.56,0.96
22Month,7.65,3.83,38.81,0,0,0,0,8.75,4.92,5.47,51.93,1.09,0.55,49.75,6.56,0,4.92,21.87,0,2.73,21.32,1.64,2.19,1.64,6.56,1.09,0,1.09,1.09,9.84,0.55,0,3.83,1.09,0,3.28
