stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,8.17,0,0,0,0,0,0,0,0,0,8.17,28.6,0,0,0,8.17,179.8,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,7.49,0,4.28,0,27.81,0,1.07,0,0,0,0,0,3.21,0,4.28,17.12,0,22.47,0,0,0,88.79,52.42,0,0,0,16.05,0,0,8.56,0,0,3.21,0,0,0
21Day,9.37,0,0,28.11,4.02,54.88,0,10.71,1.34,0,0,0,0,8.03,2.68,4.02,13.39,2.68,36.14,0,4.02,0,38.82,14.72,1.34,4.02,0,12.05,5.35,2.68,10.71,4.02,6.69,0,0,0,4.02
3Month,0.32,4.8,0.64,37.43,0.96,0,1.6,0.32,5.44,12.16,0.64,47.99,12.48,1.6,18.56,3.84,16.96,13.12,14.4,3.2,4.16,1.92,1.6,0.32,1.6,0.32,0,0.32,1.6,33.91,0.64,0,0,0.96,4.48,323.79,10.24
22Month,0,3.83,1.64,8.2,0.55,0,0.55,0.55,2.19,10.93,6.01,82,1.64,0.55,19.68,1.09,3.28,12.57,6.56,0.55,2.19,0,1.64,0.55,2.73,1.64,0.55,0,0.55,12.57,1.64,0.55,0,0.55,0,2.73,2.73
