stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,32.69,0,0,0,4.09,16.35,453.59,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,6.42,2.14,3.21,0,0,0,0,0,0,0,0,2.14,13.91,1.07,22.47,0,0,2.14,0,44.93,41.72,0,1.07,12.84,0,0,5.35,1.07,0,1.07,0,0,0
21Day,1.34,1.34,0,12.05,1.34,24.09,6.69,0,1.34,0,0,0,5.35,1.34,1.34,2.68,1.34,24.09,0,0,1.34,0,25.43,25.43,0,1.34,10.71,0,4.02,4.02,0,2.68,0,0,0,6.69
3Month,0,0.64,0,13.12,0,0,0,0.64,3.2,0.64,16.32,0.96,0.96,4.8,1.6,8,4.48,7.36,0.96,0,0.64,0.64,0.96,0.32,0.64,0.32,0.32,0.32,8.32,0.64,0,0,0.32,2.24,2.56,8
22Month,0,1.09,1.09,3.83,0,0,0.55,0.55,2.19,0.55,41,2.19,1.64,6.01,1.64,0,3.83,8.2,0,1.09,0.55,0.55,0.55,0,0,0,0.55,0.55,1.64,1.64,0.55,0,0,1.09,0.55,3.83
