stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,20.43,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,16.35,0,0,0,16.35,183.89,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,5.35,1.07,4.28,0,0,0,0,0,0,0,0,1.07,12.84,0,11.77,0,0,0,93.07,33.16,1.07,1.07,4.28,2.14,0,5.35,2.14,1.07,1.07,0,0,0
21Day,4.02,0,1.34,12.05,0,6.69,0,2.68,0,0,0,0,2.68,1.34,0,6.69,0,8.03,0,0,1.34,28.11,9.37,0,0,4.02,1.34,0,1.34,1.34,4.02,1.34,0,0,1.34
3Month,0,0.32,0.32,7.04,0,0,0,0,1.28,0.64,8,0.64,0,2.24,0.64,2.88,0.64,1.6,0.32,0.32,0.32,0.96,0,0.96,0,0,0.32,1.28,0,0,0,0,0.32,1.28,1.28
22Month,0,0,1.64,2.19,0,0,0.55,0,0,1.64,18.04,0,0.55,3.28,0,0.55,0.55,1.64,0,2.19,0.55,0.55,0.55,0,0,0,0,1.64,0,0,0,0,0,0,1.09
