stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,4.09,0,0,28.6,0,0,0,0,20.43,245.18,0,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,12.84,1.07,0,1.07,1.07,0,0,0,0,0,0,1.07,0,11.77,19.26,2.14,10.7,0,6.42,0,1.07,41.72,64.19,1.07,0,8.56,2.14,0,7.49,0,1.07,4.28,0,0,0
21Day,10.71,0,0,26.77,2.68,0,1.34,0,0,6.69,0,1.34,8.03,6.69,9.37,5.35,8.03,0,0,1.34,0,9.37,17.4,0,0,2.68,4.02,0,4.02,0,1.34,2.68,0,0,0
3Month,0.64,0.96,3.84,14.72,0,0.64,0,6.08,0,207.01,3.52,0.32,92.15,7.04,3.52,3.52,3.84,0.96,0.32,0.96,2.88,0.64,0.64,1.6,0,0,2.56,17.28,0.32,0,0,0,1.6,3.2,2.88
22Month,0,1.64,4.92,3.83,0,0,0,2.73,1.64,202.26,0,0.55,65.05,1.09,0.55,2.73,4.37,0.55,8.2,0.55,0,0,0,3.28,0.55,0,0.55,12.57,0,0.55,0,0.55,0,0,1.64
