stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28.6,0,0,130.76,12.26,0,0,0,0,0,0,8.17,0,0,0,0,8.17,32.69,16.35,57.21,0,0,0,686.52,5381.79,28.6,0,0,4.09,0,4.09,0,0,0,0,0,0
72hpf,87.72,13.91,0,110.19,24.61,94.14,0,0,0,1.07,0,0,1.07,0,2.14,0,19.26,138,9.63,106.98,11.77,4.28,1.07,9661.28,3846.97,35.3,114.47,160.47,0,2.14,225.73,10.7,9.63,14.98,0,0,0
21Day,20.08,4.02,6.69,307.86,8.03,65.59,0,5.35,0,4.02,0,0,14.72,2.68,17.4,16.06,12.05,26.77,14.72,62.91,0,9.37,0,2045.28,1065.47,34.8,52.2,40.16,66.93,0,50.86,1.34,28.11,2.68,0,0,5.35
3Month,0.32,0.64,0,10.24,0,0,0,0.32,0.64,0.32,0,0,11.2,2.88,0.32,3.2,0.96,2.56,3.52,3.52,0,0.64,0,0.96,0.64,8,0.96,0,0.64,7.36,0.32,0,0,0,0.96,6.08,0.64
22Month,0,2.73,0.55,4.92,0,0,0.55,0,1.09,7.65,4.37,0,61.23,2.19,2.19,6.56,0,2.73,6.56,2.73,3.83,0,0,3.28,0.55,10.39,1.09,0.55,0.55,1.64,1.09,1.09,0,0.55,0,0,0
