stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,24.52,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,32.69,12.26,0,0,0,12.26,114.42,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,7.49,2.14,0,11.77,5.35,21.4,0,3.21,0,0,0,0,0,0,0,3.21,0,6.42,18.19,6.42,22.47,5.35,0,1.07,131.58,81.3,0,3.21,36.37,7.49,0,4.28,2.14,0,4.28,0,0,0
21Day,9.37,0,1.34,20.08,0,76.3,0,8.03,0,0,0,0,0,1.34,8.03,13.39,6.69,4.02,10.71,6.69,14.72,0,5.35,1.34,21.42,10.71,2.68,0,10.71,10.71,0,1.34,2.68,1.34,0,0,0,2.68
3Month,0,0,0.32,10.56,0.32,0,0.64,0,0.32,3.2,3.52,0,0,16.96,2.88,1.28,7.04,0,2.56,1.6,2.56,0,0.64,4.48,0.64,0,1.28,0.32,0.64,1.28,7.04,0.96,0,0,0,1.28,1.6,1.92
22Month,0.55,0,1.09,4.37,0,0,0.55,0,0,2.19,19.68,0.55,0,59.59,3.28,4.92,6.56,0,0,10.39,3.83,0.55,1.09,0,0,0,1.09,0,0,0.55,2.19,1.09,0,0,0,0.55,0,1.64
