stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,32.69,0,0,0,0,0,0,0,0,0,0,4.09,0,12.26,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,3.21,1.07,0,21.4,5.35,1.07,0,0,0,0,0,0,1.07,5.35,38.51,86.65,7.49,10.7,0,7.49,1.07,3.21,20.33,16.05,1.07,0,0,4.28,0,0,0,4.28,1.07,0,1.07,0,0,0
21Day,4.02,2.68,10.71,74.96,4.02,5.35,0,0,0,0,26.77,0,8.03,48.19,2.68,76.3,12.05,42.83,0,0,6.69,1.34,20.08,10.71,2.68,0,0,28.11,9.37,0,0,8.03,4.02,4.02,5.35,0,0,2.68
3Month,0,2.88,7.04,42.23,0,0,1.28,7.68,5.44,0,374.34,4.48,0,223.96,3.84,17.92,5.76,7.36,1.28,1.6,1.28,4.48,2.24,0.32,2.24,1.28,0,0.32,7.04,0.32,16.32,0.64,0,0,0.32,2.88,16,7.04
22Month,0,2.73,14.21,22.41,0,0,3.83,11.48,6.56,1.64,786.64,1.64,0.55,424.2,1.09,3.83,16.4,17.49,0.55,18.04,3.28,1.09,2.73,0.55,3.83,1.09,1.09,0,1.09,0,16.4,1.09,0,0,0.55,0,0,2.19
