stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,10.7,1.07,0,0,0,0,0,0,0,0,0,0,0,9.63,7.49,0,0,0,0,0,0,3.21,0,0,0,0,2.14,0,0,0,0,0,0,0,0
21Day,8.03,1.34,5.35,18.74,0,4.02,0,2.68,0,6.69,1.34,0,1.34,0,0,294.48,1.34,10.71,1.34,21.42,0,0,5.35,0,20.08,8.03,1.34,1.34,0,37.48,2.68,0,0,0,1.34,0,0,1.34
3Month,1.28,12.48,9.92,62.07,0.64,0,2.56,0.32,0.64,515.44,11.84,0,32.95,10.88,1.6,961.45,0.96,35.19,7.36,22.4,12.16,0.32,8,3.2,0.64,0,2.56,1.92,0,0.64,4.48,13.76,1.28,0,0.32,2.88,4.16,9.92
22Month,0.55,7.65,24.6,22.96,0,0,1.64,0,0.55,326.35,10.39,2.73,54.67,1.09,2.73,805.77,1.09,7.65,7.65,69.43,4.92,1.64,14.21,0.55,0,0.55,3.83,2.19,1.64,0,2.73,3.83,1.09,0.55,0.55,0.55,0,0.55
