stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,0,20.43,61.3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,2.14,4.28,1.07,4.28,0,0,0,0,0,0,0,0,3.21,7.49,1.07,9.63,0,0,0,0,384.06,32.09,2.14,4.28,11.77,1.07,2.14,12.84,1.07,0,3.21,0,0,0
21Day,6.69,0,20.08,1.34,6.69,2.68,0,0,0,1.34,0,1.34,4.02,1.34,6.69,5.35,22.76,0,0,4.02,0,317.23,22.76,4.02,2.68,12.05,6.69,0,20.08,1.34,5.35,0,0,0,1.34
3Month,0,0.96,40.95,0,0,0.32,1.28,1.28,0.64,5.76,0.64,0.32,1.6,1.6,2.56,8.64,13.44,3.2,0,1.92,0.32,44.47,1.6,22.4,0.64,0.32,0.96,9.6,1.6,0,0.32,0.32,25.92,0.96,2.24
22Month,0,0,33.35,0.55,0,0.55,1.09,1.64,1.09,20.77,1.09,0.55,3.28,0.55,2.19,4.92,10.93,1.09,1.64,1.64,0,20.77,1.64,16.4,1.09,0,0,10.39,3.83,0.55,0,0.55,4.92,0,2.19
