stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,12.26,0,0,0,0,12.26,49.04,4.09,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,7.49,1.07,3.21,0,0,0,0,0,0,0,0,0,2.14,0,4.28,11.77,5.35,6.42,0,3.21,1.07,1.07,17.12,4.28,0,0,0,5.35,0,0,1.07,0,3.21,0,0,0
21Day,8.03,4.02,62.91,21.42,0,2.68,0,1.34,0,0,0,0,0,20.08,1.34,9.37,53.54,0,10.71,16.06,30.79,0,0,5.35,0,12.05,10.71,1.34,0,0,22.76,5.35,0,5.35,2.68,2.68,0,0,9.37
3Month,0.64,4.48,26.56,17.6,0,0,0.64,0,0.32,4.16,2.88,0,0,452.73,5.12,0.32,98.22,7.68,8.32,19.84,16.32,4.8,1.6,5.12,13.76,1.28,0.32,0.32,0.96,0,0.32,8.64,17.6,0.96,0,0.64,11.84,5.12,10.24
22Month,0,6.56,17.49,13.12,0,0,1.09,0,0.55,2.19,3.28,3.83,0,465.2,1.09,1.09,130.65,1.64,1.64,22.41,9.29,0,7.65,0.55,1.64,0.55,0,0.55,1.64,0.55,0,0.55,8.2,0.55,0,0,4.37,0,3.28
