stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,0,8.17,0,0,0,0,4.09,53.12,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,0,0,4.28,7.49,0,0,0,0,0,0,0,0,0,0,0,3.21,0,3.21,0,0,0,0,6.42,8.56,0,0,0,0,1.07,1.07,1.07,0,0,0
21Day,0,0,0,5.35,12.05,0,0,0,1.34,0,0,0,0,4.02,0,0,1.34,4.02,0,0,0,0,0,5.35,1.34,0,0,0,1.34,0,2.68,0,0,0,0
3Month,0.64,0.64,0.96,24.96,1.6,1.28,0.32,1.92,4.16,0,0,27.2,31.99,0.96,5.44,1.92,8.64,13.76,3.84,0.96,0,0.64,1.28,0,0.32,0,0,0.64,2.24,75.19,0,0.32,1.92,333.71,4.48
22Month,0,1.64,0.55,16.4,1.64,0.55,0,0.55,13.67,1.09,0,90.74,4.37,1.09,9.29,0,3.83,15.31,7.65,0,3.83,1.09,0,1.09,0,3.28,0.55,0.55,0.55,34.99,0,0,0,2.73,3.83
