stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,57.21,32.69,0,134.85,4.09,24.52,0,0,0,0,0,8.17,0,0,0,0,28.6,57.21,77.64,134.85,0,0,0,8.17,77.64,24526.6,4.09,0,12.26,24.52,0,24.52,0,0,16.35,0,0
72hpf,356.24,19.26,0,109.12,32.09,139.07,0,0,0,1.07,0,0,1.07,0,1.07,0,18.19,314.52,31.02,192.56,0,1.07,2.14,2.14,1587.57,15233.83,3.21,11.77,246.05,2.14,0,2929.09,8.56,4.28,27.81,0,0
21Day,46.85,0,1.34,37.48,6.69,60.23,0,6.69,0,0,0,0,8.03,2.68,10.71,9.37,4.02,40.16,5.35,33.46,0,1.34,10.71,0,135.19,2519.12,0,8.03,16.06,50.86,0,287.78,9.37,25.43,6.69,0,16.06
3Month,1.28,0,0,8.64,0,0,0,0,0,0.96,0,0,0.96,1.28,0,0.96,0.32,2.88,0.32,0.64,0.32,0,0,0,2.56,19.84,0.32,0,0,0,0.32,0.32,0,0,0,0.32,0
22Month,0,0.55,0,6.56,1.09,0,0.55,0.55,0.55,2.73,539.55,0,96.76,1.64,1.09,6.01,0,3.28,4.37,6.56,0,3.28,0.55,0,1.64,7.65,0.55,0.55,0.55,0,0.55,2.73,0,0,0,0,1.09
