stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,32.69,0,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,0,8.17,0,0,0,0,0,20.43,106.25,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,5.35,2.14,0,0,0,0,0,0,0,0,0,0,0,0,1.07,5.35,1.07,10.7,0,0,0,0,19.26,7.49,6.42,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,20.08,0,2.68,0,1.34,0,0,0,0,0,2.68,0,4.02,14.72,2.68,2.68,0,10.71,0,0,1.34,0,13.39,4.02,14.72,0,2.68,0,0,1.34,1.34,0,0,0,1.34
3Month,2.24,3.52,12.16,55.35,0.32,0,5.76,0.32,0.96,21.12,13.76,0.64,0,2894.26,17.92,1.6,213.09,15.36,14.08,12.16,22.72,6.08,5.76,15.68,4.16,5.76,0,21.76,2.88,0.32,54.07,6.08,1.28,0,0.32,6.4,3.84,10.24
22Month,0.55,2.73,2.73,20.23,0,0,0.55,0,0,25.15,3.28,28.43,0,160.17,2.19,2.19,224.13,0.55,0.55,7.11,6.56,0,6.01,1.64,0.55,2.73,0,22.41,0.55,0,0.55,1.09,1.09,0,0,0,0,0
