stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,12.26,0,0,0,0,8.17,294.22,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,8.56,0,0,9.63,0,1.07,0,0,0,0,0,0,0,0,4.28,18.19,0,11.77,0,0,0,0,68.47,99.49,1.07,1.07,0,22.47,0,0,14.98,0,0,1.07,0,0,0
21Day,8.03,1.34,0,44.17,1.34,2.68,0,0,1.34,0,0,0,5.35,1.34,0,20.08,4.02,42.83,0,0,2.68,0,26.77,38.82,0,0,0,22.76,1.34,0,2.68,0,1.34,2.68,0,0,2.68
3Month,0.96,3.2,1.28,38.71,0.32,0,0.64,3.2,6.08,0,8.32,9.28,0,4.48,2.56,17.28,4.48,9.92,2.56,0,2.24,2.24,2.24,0.64,0.96,0,0,0.32,1.6,5.12,0,0,0,0.32,2.88,0.96,4.8
22Month,0.55,1.64,0,18.59,0.55,0,0,3.28,10.93,15.31,77.62,4.37,2.73,3.28,1.09,12.03,7.65,11.48,0.55,0.55,1.09,0,2.19,1.09,2.73,1.09,1.09,0,0.55,3.83,7.65,2.19,0,0,0.55,0,4.37
