stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,114.42,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,163.46,0,0,0,0,12.26,355.52,0,0,0,16.35,0,0,0,0,0,0,0,0
72hpf,32.09,5.35,0,115.54,14.98,4.28,0,0,0,0,0,0,0,0,0,0,24.61,71.68,2.14,443.96,0,0,4.28,0,35.3,67.4,0,0,0,263.17,0,0,22.47,0,8.56,0,0,0
21Day,26.77,4.02,0,115.11,10.71,8.03,0,1.34,0,1.34,1.34,1.34,0,0,1.34,5.35,1.34,20.08,4.02,653.2,0,0,29.45,0,20.08,17.4,2.68,1.34,0,202.12,10.71,0,4.02,4.02,4.02,1.34,0,1.34
3Month,0.64,2.88,0.32,33.27,0,0,0,0,1.92,1.6,3.84,0,20.16,1.92,0,4.8,0.32,36.79,0.64,100.78,15.68,0,2.56,0.32,0,0,1.28,0,0,1.28,1.28,1.92,0.32,0,0.96,12.48,2.24,0.96
22Month,0,2.19,0.55,9.84,0,0,0.55,0,1.09,0.55,6.01,1.09,50.84,0.55,0,5.47,0,7.65,2.73,49.75,4.37,2.19,1.64,0,0,0,0,0,0.55,0,0,1.09,1.64,0,0,2.73,0,1.64
