stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,93.99,4.09,16.35,0,0,0,0,0,20.43,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,4.28,0,14.98,0,196.84,0,1.07,0,0,0,0,0,0,0,0,4.28,150.84,0,21.4,0,0,0,0,130.51,9.63,0,0,16.05,0,0,4.28,2.14,0,1.07,0,0,0
21Day,4.02,2.68,4.02,48.19,1.34,100.39,0,1.34,0,0,0,0,0,0,1.34,46.85,1.34,33.46,1.34,33.46,0,0,8.03,0,29.45,2.68,0,0,10.71,6.69,0,8.03,0,0,0,0,0,0
3Month,0,16,7.04,264.28,0,0,2.56,0.32,0.96,38.07,7.04,0.64,32.95,8,0.64,174.37,9.28,87.67,9.92,105.9,10.56,0.32,10.56,3.2,10.24,0.32,5.76,1.92,5.12,6.72,0.32,138.86,0.96,0,0,22.4,18.88,5.76
22Month,0,22.96,6.01,49.75,0,0,2.73,0,0,27.88,9.29,1.64,45.37,6.01,2.73,169.46,2.73,12.03,12.57,56.85,0,2.19,8.2,0,7.11,1.09,3.28,1.09,2.73,1.64,0,49.75,1.64,0.55,1.09,1.64,0,6.01
