stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,0,0,0,0,0,0,0,0,0,1.07,2.14,0,1.07,0,0,0,0,7.49,3.21,0,3.21,0,0,0,0,0,0,0,0,0
21Day,17.4,0,0,28.11,0,0,0,0,0,0,0,1.34,2.68,0,0,5.35,1.34,6.69,0,0,0,0,33.46,4.02,0,69.6,2.68,4.02,1.34,10.71,1.34,2.68,0,0,0
3Month,1.28,1.28,3.84,73.27,0.32,0.32,0.32,1.92,2.88,0,167.97,3.52,0.64,59.51,47.35,7.36,2.56,17.28,1.28,0.32,0.64,17.92,0.32,0,1.92,48.31,0,2.56,6.72,49.59,0,0,64.95,5.12,9.28
22Month,0,0.55,0,50.29,0,0.55,0,3.83,2.19,1.64,16.4,0,0.55,22.41,7.11,1.09,1.09,3.28,0,0,0.55,0,1.64,0,0.55,2.19,0.55,0,9.29,20.23,0.55,0,11.48,0,3.83
