stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,2.14,0,0,2.14,0,0,0,0,0,0,0
21Day,1.34,0,0,1.34,1.34,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,1.34,0,1.34,0,1.34,4.02,1.34,2.68,0,0,0,0,0
3Month,0,1.92,1.28,23.04,0,0.32,0.32,3.84,2.56,0,8,3.84,0.64,8.96,1.28,2.24,4.48,3.84,2.24,0,5.44,0.64,0,0.96,0,0,0.32,3.52,0,0,0.32,24.64,2.88
22Month,0,6.01,0.55,3.28,0,0,0,0.55,6.01,1.64,25.69,0,0,8.2,0,0,5.47,4.92,0,0.55,2.19,0,0,0,0,0,0,1.09,0.55,1.09,1.09,0.55,0
