stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,4.09,12.26,0,0,0,0,0,130.76,0,0,0,4.09,0,0,0,0,0,0,0
72hpf,1.07,0,0,5.35,0,1.07,0,0,0,0,0,0,0,0,2.14,6.42,0,12.84,0,0,0,0,3.21,20.33,0,0,0,6.42,0,0,4.28,0,0,0,0
21Day,1.34,1.34,1.34,8.03,0,8.03,0,0,0,0,0,0,0,0,1.34,1.34,2.68,17.4,0,0,0,0,8.03,5.35,0,0,0,5.35,0,1.34,1.34,1.34,0,0,1.34
3Month,0.96,0.96,0.64,12.48,0.64,0,0.64,0.96,2.56,0,71.67,1.28,0.64,8.32,0.64,5.12,5.12,7.36,1.28,0,0.96,2.24,0.64,0.64,0.32,2.24,0,1.28,2.24,35.51,0.64,0.32,2.24,4.8,1.28
22Month,0,1.09,1.09,6.01,0,0,0,1.09,1.64,0.55,86.37,1.09,1.09,5.47,0,1.09,5.47,7.11,0,1.64,0,0,0,0,0,0.55,1.64,0,0,5.47,1.64,0,0,0,2.73
