stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,34.23,2.14,0,0,0,1.07,4.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,4.02,0,5.35,0,0,1.34,0,0,0,2.68,0,0,0,87,14.72,0,0,0,0,4.02,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0
3Month,0.64,15.04,1.28,38.71,0.96,3.84,4.48,3.2,3.84,0,18.56,8.96,0.64,4.8,5.12,3.52,533.68,73.59,8.64,0,1.28,0.32,1.6,0.64,0.96,0,0,0.32,3.84,12.16,0,0.32,0,1.28,1.28,160.61,3.84
22Month,0,43.73,0.55,224.68,1.09,4.37,1.09,1.09,10.39,6.56,69.43,3.28,1.64,6.56,1.64,3.28,581.09,200.08,2.19,4.37,3.83,1.09,0,0,0,3.28,26.79,0,1.09,9.29,0.55,2.73,0,0,0,1.64,3.83
