stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,102.16,12.26,0,0,0,0,89.9,40.86,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,8.56,5.35,0,13.91,2.14,14.98,0,1.07,0,0,0,1.07,0,2.14,1.07,4.28,7.49,9.63,22.47,0,0,0,0,2010.14,53.49,0,1.07,22.47,1.07,0,12.84,0,3.21,0,0,0
21Day,9.37,0,0,4.02,0,4.02,0,0,0,1.34,0,1.34,0,5.35,4.02,0,4.02,4.02,33.46,0,0,4.02,0,172.67,12.05,0,36.14,4.02,6.69,1.34,9.37,0,1.34,0,0,0
3Month,0,2.24,0,10.56,0,0,0.32,0.64,1.6,2.88,0,15.04,2.88,0.96,8.32,0.32,2.88,5.12,14.08,8.32,0,0.64,3.2,17.6,0.32,0.32,6.72,0,0.64,8,0,0,0.64,0.32,1.28,3.2
22Month,1.64,4.92,0.55,6.56,0,0,1.64,0,2.73,10.93,4.37,108.24,2.19,1.64,12.03,0.55,0.55,14.21,14.21,0,4.92,1.09,0.55,37.17,1.64,3.83,4.92,1.09,0.55,26.24,1.09,1.09,0,0,0,6.56
