stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Granulocyte,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,155.28,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0
72hpf,56.7,0,0,0,0,0,0,0,1.07,8.56,5.35,0,2.14,0,0,1.07,0,0,0,0
21Day,184.72,1.34,4.02,1.34,0,0,0,2.68,0,21.42,2.68,0,1.34,4.02,1.34,0,1.34,0,0,0
3Month,2.24,0,0.96,0,0,0.96,0,0,0.32,0.32,0,0,0,0,0,0,0,0.32,0.64,0
22Month,0,0,0.55,0,0.55,3.83,0.55,1.64,0,0,0,0,0,0,0,0,0,0,0,0.55
