stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,12.26,0,73.56,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,40.86,130.76,0,0,0,4.09,24.52,429.07,0,0,12.26,0,0,0,0,0,8.17,0,0,0
72hpf,1.07,41.72,0,57.77,5.35,1.07,0,0,0,0,0,0,1.07,0,0,0,6.42,86.65,1.07,22.47,0,0,1.07,0,28.88,34.23,0,0,82.37,1.07,0,3.21,0,0,6.42,0,0,0
21Day,20.08,17.4,0,179.36,2.68,4.02,0,1.34,0,0,1.34,0,2.68,0,8.03,0,4.02,91.02,2.68,61.57,0,0,10.71,0,25.43,42.83,1.34,1.34,13.39,0,0,1.34,1.34,8.03,4.02,0,0,1.34
3Month,0.96,95.02,0.32,48.95,0.64,0,0.32,0,0.32,0.96,5.12,0,14.72,7.04,0.32,5.44,2.88,54.71,3.52,28.16,3.84,0,1.6,0.64,1.6,0.32,0.32,0.32,0.96,0.64,10.88,0,0,0,0.64,2.88,2.24,3.2
22Month,0,84.18,4.92,61.77,0.55,0,1.09,0,0.55,1.64,8.75,180.4,90.2,0.55,1.09,12.57,3.28,18.04,8.2,64.51,0,3.83,1.64,0,1.64,2.19,2.19,0,1.09,1.09,3.83,6.01,0.55,0,0.55,1.09,0,3.28
