stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,4.09,0,0,0,0,0,167.54,57.21,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,8.56,0,0,0,0,0,17.12,0,0,0,0,0,0,1.07,42.79,4.28,1.07,0,0,0,0,3.21,1.07,0,0,0,0,0,1.07,0,0,0,0
21Day,10.71,0,1.34,200.78,0,12.05,0,1.34,2.68,61.57,0,0,1.34,25.43,33.46,6.69,4.02,40.16,89.68,14.72,0,0,17.4,1.34,13.39,1.34,0,1.34,9.37,6.69,1.34,0,1.34,0,0,52.2
3Month,0.32,0.64,0.32,92.79,0.64,0,1.92,0,35.51,187.49,0,0,7.68,2.88,0.64,6.72,5.76,2.24,40.31,2.88,0.64,0,11.84,4.16,0.32,0.32,0,0.64,2.88,1.92,6.08,0.32,0,2.24,1.92,8.64
22Month,0,0,1.09,55.76,0,0,6.01,0,41.55,305.58,0.55,0,10.93,1.09,0.55,0.55,0,0.55,13.67,3.28,0,0.55,10.93,0,0,0.55,0.55,1.09,0.55,1.64,1.64,0,0,1.09,0,11.48
