stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Smooth_muscle_cell,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07
21Day,0,0,1.34,12.05,2.68,0,2.68,0,0,0,0,0,6.69,1.34,1.34,28.11,2.68,4.02,0,1.34,0,1.34,0,0,2.68,4.02,0,1.34,0,2.68
3Month,0.32,2.56,1.28,42.87,0,0.64,0.32,3.52,4.48,0,8.96,2.24,0.96,21.76,2.24,9.28,2.56,0.64,0,0.64,1.92,0,0,0.32,0.32,0.64,0.32,0.64,0.64,6.08
22Month,0,3.28,7.11,11.48,0,1.09,1.09,3.83,2.19,1.09,32.25,1.64,1.09,72.71,0,2.19,2.73,3.28,1.64,1.09,0.55,0.55,0.55,2.19,0,0,0,4.92,0.55,2.73
