stage,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,2.14,5.35,0,0,0,0,0,2.14,1.07,0,0,0,0
21Day,0,0,5.35,0,0,0,0,0,0,0,0,0,0,1.34,5.35,0,1.34,0,0,0,0,2.68,6.69,1.34,0,0,1.34,1.34,38.82,0,0,0,1.34,0
3Month,1.92,1.6,10.56,0,1.28,0.32,2.88,2.88,0,19.84,8.64,0.32,7.68,1.92,4.48,1.92,5.44,1.28,0.32,2.24,2.24,0.64,0.32,1.6,0.96,0,0.64,6.4,847.23,1.28,0.32,4.48,92.15,3.84
22Month,2.19,0.55,3.28,0.55,1.09,0.55,0,3.83,1.09,43.73,0.55,1.09,8.2,0,1.09,4.37,3.28,0,2.19,1.09,0,1.09,0,0.55,0.55,27.33,0,0.55,217.02,0,0,0,0,1.64
