stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,20.43,0,0,0,0,8.17,65.38,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,7.49,2.14,1.07,0,1.07,0,0,0,0,0,0,0,5.35,23.54,0,32.09,0,1.07,1.07,1.07,55.63,49.21,0,1.07,0,13.91,0,0,4.28,1.07,1.07,0,0,0
21Day,1.34,0,0,13.39,0,1.34,0,0,0,0,0,0,0,0,0,0,6.69,1.34,5.35,0,0,0,0,12.05,10.71,0,0,0,8.03,4.02,0,4.02,2.68,0,0,0,0
3Month,0,1.92,0.96,9.28,0,0,0,0,1.92,0.32,0.32,14.4,2.56,0.32,3.84,0.32,3.84,1.28,4.8,0.64,0,0.96,0.32,0.32,0,0,0.32,0,0.32,0.32,6.08,0,0,0.32,0.96,0.96,0.96
22Month,0,2.73,1.09,8.75,0,0,0.55,0,0.55,3.28,5.47,41.55,0.55,0.55,3.83,0,1.64,3.83,3.83,0.55,0.55,2.19,0,0,0,1.09,0,0.55,0,0,1.09,0,0,0.55,0,0,1.64
