stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0,4.09,40.86,0,0,0,0,12.26,731.47,0,0,0,8.17,0,0,0,0,0,0,0,0,0
72hpf,3.21,4.28,0,8.56,2.14,5.35,0,0,0,0,2.14,0,0,0,9.63,5.35,0,34.23,0,0,0,1.07,179.72,206.47,0,1.07,0,19.26,1.07,0,33.16,0,0,2.14,0,0,0
21Day,1.34,2.68,1.34,24.09,1.34,6.69,0,0,0,0,1.34,0,4.02,1.34,0,5.35,0,16.06,0,0,1.34,0,82.99,129.84,1.34,1.34,0,10.71,5.35,0,9.37,1.34,1.34,4.02,0,0,0
3Month,0,1.92,2.24,40.31,0,0,0.32,5.44,1.92,0.32,83.19,2.24,0.96,18.24,1.6,11.84,1.92,20.48,4.48,0,0.64,5.12,0.64,5.12,1.92,0,0,2.88,0.32,3.84,0.64,0,0,1.28,36.15,1.6,0.96
22Month,0,1.64,5.47,19.68,0,0,0.55,1.64,2.19,11.48,195.16,1.09,0,28.97,0.55,4.92,1.09,12.03,0,3.83,1.09,0,0.55,2.19,2.19,0,0.55,1.09,0,7.65,0.55,1.09,0,0,2.19,0,0.55
