stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,32.69,0,0,0,0,649.74,563.92,0,0,0,8.17,0,0,0,0,0,16.35,0,0,0
72hpf,37.44,5.35,0,36.37,3.21,22.47,1.07,0,0,0,0,0,1.07,0,12.84,118.75,3.21,34.23,0,1.07,0,3.21,2737.6,296.33,6.42,12.84,0,80.23,0,0,54.56,0,2.14,35.3,0,0,0
21Day,16.06,0,4.02,87,4.02,20.08,2.68,4.02,0,0,2.68,0,8.03,6.69,13.39,76.3,12.05,61.57,0,0,5.35,4.02,1065.47,87,4.02,20.08,0,56.22,33.46,1.34,16.06,5.35,12.05,5.35,0,0,9.37
3Month,0,0,0.32,23.68,0.64,0,0,1.92,2.88,0,12.48,2.56,0,3.52,1.92,30.72,4.48,24,22.08,0,0.32,14.72,12.48,0.32,5.44,3.84,0,12.8,0.32,16,0.96,0,0,0.96,1.28,8,1.28
22Month,0,1.09,2.73,14.76,0,0,0,1.64,6.56,2.73,59.59,2.19,0,4.92,1.09,6.56,2.19,25.15,1.64,2.73,1.64,0,9.29,0,8.2,10.93,0.55,5.47,0.55,16.95,10.93,0,0,0,0,0.55,1.64
