stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,0,0,0,0,1.07,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0.32,4.16,0.64,553.19,6.72,0.64,5.76,106.54,0,13.12,13.76,12.48,19.2,2.24,37.75,259.8,10.88,0.32,0.32,2.56,2.24,1.92,0.32,0.32,0.32,0,0.32,8.64,6.08,0.32,0,0.32,2.24,3.2,145.58
22Month,0.55,1.64,0.55,107.14,0,0.55,1.64,138.3,0.55,17.49,1.09,10.39,32.25,1.09,22.96,57.95,2.73,0,1.09,1.64,0,1.09,0,0,0,0.55,0,0,0.55,1.09,1.09,0,0,0,7.65
