stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,4.09,0,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,57.21,40.86,65.38,0,0,0,0,12.26,449.5,0,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,16.05,4.28,0,13.91,2.14,9.63,0,4.28,0,0,0,0,0,0,1.07,0,9.63,20.33,6.42,38.51,0,11.77,1.07,0,72.75,132.65,1.07,1.07,0,35.3,0,0,6.42,0,1.07,0,0,0
21Day,13.39,2.68,1.34,61.57,2.68,28.11,0,28.11,0,0,1.34,0,6.69,0,21.42,4.02,0,20.08,20.08,66.93,0,0,6.69,0,18.74,44.17,1.34,1.34,0,20.08,4.02,1.34,4.02,5.35,0,0,0,14.72
3Month,0,0.96,0.32,16.96,0,0,0.96,0.32,0,2.24,9.6,0,25.92,19.52,0.64,6.4,0.96,3.52,7.04,5.76,0.96,0.32,0.32,0.64,0.32,0,0.32,0.32,0,0.32,0,24.64,0,0,0,2.56,9.6,6.72
22Month,0,4.37,0.55,15.85,0,0,0,0,0.55,2.19,18.59,6.01,81.45,9.29,4.37,13.67,0,3.28,9.29,2.73,0.55,3.28,2.19,0,0.55,1.09,0,1.09,1.09,0,0,7.11,2.19,0,0,0.55,0,1.64
