stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,1.34,4.02,24.09,1.34,0,0,0,1.34,0,1.34,0,20.08,1.34,2.68,12.05,9.37,8.03,0,0,0,0,1.34,1.34,0,0,0,0,1.34,1.34,0,0,0,0,0,13.39
3Month,3.84,6.4,94.39,0,2.24,2.56,21.44,19.2,0.32,19.52,11.52,10.88,117.74,6.08,14.4,36.79,7.36,1.28,0,2.24,3.2,0.96,0,2.88,0.32,0,0.64,1.6,5.44,0.64,0,0,6.08,0.96,76.47
22Month,8.2,10.93,74.89,0,1.64,3.28,18.59,127.37,3.28,371.73,28.43,38.81,231.78,5.47,9.84,89.1,17.49,0.55,8.75,7.11,0,1.09,0,4.37,0.55,2.73,0,0,2.73,0.55,1.09,0.55,2.19,0,28.97
