stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,16.35,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,11.77,0,0,3.21,4.28,0,0,0,0,0,0,0,0,0,0,3.21,0,2.14,0,2.14,0,0,382.99,14.98,2.14,0,5.35,0,0,3.21,10.7,6.42,1.07,0,0,0
21Day,12.05,0,0,20.08,17.4,0,2.68,0,0,0,10.71,1.34,2.68,5.35,1.34,9.37,6.69,49.53,0,0,0,0,621.08,20.08,1.34,2.68,6.69,18.74,0,5.35,61.57,125.82,29.45,0,0,1.34
3Month,0.64,1.92,1.28,11.2,0,1.28,0,2.88,1.6,0,19.52,3.52,0.64,28.16,0.96,2.24,3.84,9.28,2.56,0,0.96,0.64,66.55,0,6.72,0.64,0.32,0.64,1.28,2.88,0.64,0.32,2.24,0.32,1.28,0.96
22Month,0.55,0.55,0,2.73,0,0.55,0,0,4.92,0.55,26.24,3.28,1.09,4.37,0,0.55,2.19,8.2,1.64,1.09,0.55,0,89.65,0,10.39,1.64,0,0.55,3.28,20.23,4.92,0,0,0,0,0
