stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Spermatocyte,T_cell
72hpf,0,1.07,0,1.07,1.07,1.07,0,21.4,0,0,0,10.7,0,0,1.07,0,1.07,0,10.7,14.98,3.21,0,0,0,0,0
21Day,2.68,0,0,32.12,0,1.34,0,66.93,0,1.34,0,38.82,0,1.34,1.34,4.02,1.34,22.76,6.69,5.35,1.34,2.68,1.34,1.34,0,2.68
3Month,0,0,0.32,8.32,0,0,0.32,1.28,0.64,1.6,0,1.6,0,0.32,0.32,0.64,0,6.4,0,0.32,0,0,1.28,0,10.56,0
22Month,0,0,0,1.64,0,0,0.55,2.19,0,5.47,0.55,0.55,1.09,0,0,1.09,1.09,9.84,0,0,0,0,0,0,0,0
