stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,4.09,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,49.04,0,0,12.26,0,0,0,20.43,0,57.21,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,2.14,0,0,13.91,28.88,21.4,0,0,0,0,0,0,2.14,0,0,0,1.07,7.49,2.14,1.07,0,0,0,2.14,18.19,18.19,0,0,0,1.07,0,0,1.07,1.07,2.14,0,0,0
21Day,0,0,0,21.42,36.14,10.71,0,2.68,0,0,0,0,0,0,0,0,0,12.05,0,8.03,0,0,0,0,5.35,12.05,0,1.34,0,0,0,0,4.02,0,0,0,0,0
3Month,0,1.6,0.32,47.99,2.56,0,0.64,0,1.28,1.28,0,0,5.76,0.32,0.32,3.52,7.36,5.44,1.92,3.2,0,0.32,0.96,0.96,2.24,0,0.32,0.96,0,0,1.6,16.32,0,0,0.32,1.28,112.94,1.6
22Month,0.55,0,0.55,34.99,2.19,0,0.55,0.55,0,1.09,3.28,0,15.31,0,0,3.28,1.09,0.55,2.19,3.28,0.55,0.55,2.19,0,1.09,0,0.55,0.55,0.55,0,0,18.04,1.09,0,0.55,0,0,0
