stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_progenitor_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Spermatocyte,T_cell
24hpf,8.17,4.09,12.26,8.17,0,0,0,0,0,0,0,0,28.6,16.35,0,0,16.35,2133.1,0,4.09,0,0,0,0,0
72hpf,4.28,0,4.28,0,1.07,0,0,0,0,0,0,1.07,1.07,5.35,1.07,0,425.78,193.63,1.07,6.42,0,0,26.74,0,0
21Day,0,0,2.68,0,2.68,0,0,0,0,0,8.03,0,0,1.34,0,1.34,120.47,66.93,1.34,1.34,5.35,0,16.06,0,4.02
3Month,0,0,0.64,0,0,0,0,0,0.32,1.28,0,0.32,0,0.32,0,0.32,0.32,0.64,0,0,0,4.48,0,0.96,0.32
22Month,0,0,0.55,0,0,0.55,0.55,0.55,1.09,9.29,1.09,0,2.19,0.55,0,0,0,0.55,0,0,0,14.21,0,0,0
