stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,4.09,0,16.35,4.09,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,57.21,0,0,0,0,16.35,298.31,0,0,4.09,0,0,0,0,4.09,0,0,0
72hpf,5.35,1.07,0,11.77,0,1.07,0,1.07,0,0,0,0,0,2.14,0,6.42,7.49,0,18.19,0,1.07,1.07,0,32.09,21.4,2.14,1.07,11.77,2.14,0,1.07,1.07,1.07,0,0,0
21Day,9.37,1.34,0,21.42,0,5.35,0,1.34,0,0,0,0,0,2.68,1.34,0,6.69,1.34,29.45,0,0,0,1.34,10.71,17.4,0,1.34,9.37,1.34,0,2.68,0,0,0,0,0
3Month,0,2.24,0.64,21.76,0.32,0,0.32,0,3.52,0.64,0,19.84,1.28,0.96,3.2,2.24,6.72,1.92,8,1.92,0,0.32,2.88,0.32,0.32,0.32,0.96,0,0.96,10.88,0,0,0.64,0.32,1.6,1.6
22Month,0.55,1.64,0.55,13.67,0,0,0.55,1.09,5.47,4.92,5.47,84.73,2.19,5.47,14.21,2.73,2.73,9.29,22.96,1.64,4.92,1.64,0,1.64,0,3.28,4.92,4.37,0,8.2,1.09,0,0,0.55,0,0
