stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,32.69,4.09,4.09,0,0,4.09,0,0,0,0,0,12.26,24.52,16.35,106.25,0,0,4.09,28.6,4082.32,0,0,4.09,0,0,0,0,0,4.09,0,0,0
72hpf,44.93,6.42,0,41.72,85.58,44.93,0,0,1.07,0,4.28,0,0,0,80.23,88.79,2.14,114.47,19.26,3.21,5.35,1257,2061.49,2.14,10.7,49.21,12.84,0,197.91,3.21,1.07,4.28,0,0,0
21Day,26.77,1.34,4.02,30.79,20.08,26.77,2.68,0,1.34,0,2.68,1.34,5.35,13.39,2.68,49.53,1.34,50.86,0,5.35,0,638.48,531.4,1.34,24.09,13.39,24.09,2.68,36.14,5.35,8.03,5.35,0,0,2.68
3Month,0,1.28,1.6,34.55,0.96,0,0.32,13.44,0.96,0,18.56,3.52,0.96,22.08,4.16,4.8,3.2,1.92,0.32,4.8,7.36,3.52,3.2,6.08,8.96,0.32,0.64,6.72,1.28,0,0,0.64,1.28,2.24,0.96
22Month,0,0,5.47,33.35,0.55,0,0,6.01,4.92,3.83,71.07,3.28,0.55,71.07,1.64,10.39,2.73,6.01,2.73,7.11,0,18.59,1.09,8.2,2.73,0,0.55,3.83,2.73,1.09,0,0,3.28,0,1.09
