stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,32.69,0,0,0,0,0,0,0,16.35,0,0,0,0,8.17,12.26,20.43,77.64,0,0,0,0,65.38,739.64,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,11.77,2.14,0,8.56,2.14,1.07,0,0,0,1.07,0,0,0,0,0,0,10.7,18.19,4.28,56.7,0,4.28,1.07,1.07,283.49,243.91,3.21,0,0,46,0,0,16.05,1.07,1.07,3.21,0,0,0
21Day,12.05,4.02,1.34,33.46,1.34,18.74,0,0,0,0,0,0,2.68,1.34,0,14.72,2.68,4.02,4.02,58.9,0,0,18.74,0,57.56,73.62,1.34,0,0,26.77,12.05,1.34,6.69,1.34,4.02,6.69,0,0,1.34
3Month,0.32,2.56,3.84,62.71,0.64,0,0.32,0.32,10.56,2.56,0,0,75.83,6.4,0.64,64.95,3.84,15.36,7.36,24.32,1.28,0.32,23.36,6.72,2.56,1.28,7.68,1.28,0,2.88,4.8,192.29,0.64,0,0,0,15.68,14.72,9.28
22Month,0,5.47,3.83,22.41,0,0,1.64,0,9.29,13.67,31.71,0,315.42,3.83,7.65,86.37,0,2.73,13.12,20.77,0,6.01,7.65,0,2.19,1.64,7.65,3.28,1.09,2.19,1.09,39.91,4.37,0.55,0,0,3.83,0,4.92
