stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,12.26,0,0,0,0,4.09,44.95,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,3.21,0,18.19,0,0,0,1.07,0,0,0,0,0,3.21,4.28,1.07,6.42,0,0,0,2.14,27.81,26.74,0,1.07,0,8.56,0,0,3.21,0,1.07,0,0,0
21Day,2.68,0,0,6.69,1.34,17.4,0,2.68,0,0,1.34,0,0,13.39,1.34,0,1.34,2.68,17.4,0,0,0,0,13.39,6.69,1.34,0,0,5.35,1.34,1.34,2.68,0,0,0,0,4.02
3Month,0.64,3.84,0.96,24.32,0,0,1.6,0.64,3.84,6.08,0,29.12,2.88,3.84,9.28,3.2,6.4,6.72,8,1.28,0,2.56,1.28,0.64,0,2.24,1.6,0,0.32,0.64,15.04,0.64,0,0,1.92,15.68,14.72
22Month,0,3.28,0.55,10.93,0,0,0.55,0.55,2.19,5.47,3.83,36.08,2.73,3.83,9.29,0.55,2.73,4.92,6.56,0,0.55,2.19,0,1.09,1.09,0.55,0.55,0.55,0.55,0,8.2,1.09,0.55,0.55,0.55,0,4.37
