stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,28.6,0,0,0,0,4.09,0,0,0,0,0,0,20.43,8.17,32.69,0,0,0,0,0,192.06,0,0,4.09,0,0,0,0,0,0,0
72hpf,2.14,1.07,6.42,0,3.21,0,0,0,0,0,0,0,0,3.21,12.84,1.07,9.63,0,2.14,0,0,10.7,28.88,0,1.07,3.21,0,0,4.28,2.14,0,0,0
21Day,0,0,26.77,1.34,4.02,4.02,0,0,0,1.34,1.34,6.69,0,1.34,4.02,8.03,16.06,0,0,0,0,10.71,18.74,0,0,6.69,1.34,0,0,0,0,0,2.68
3Month,0,0.32,6.72,0,0,0.32,0.64,1.28,0,10.24,1.28,0,4.48,0,0.64,2.24,1.92,0.32,0,0.32,0.32,1.28,0,0.64,0,0,0.32,3.2,0,0,0.32,4.8,0.32
22Month,0,0.55,1.09,0,0,0,0.55,2.19,1.09,27.33,1.64,0.55,2.73,0,0,4.37,1.64,0.55,0,0.55,0,0.55,0,0.55,0,0,0,1.09,0,0,0,0,1.64
