stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,16.35,4.09,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,0,17.12,6.42,0,0,0,0,0,0,0,0,0,1.07
21Day,4.02,0,0,10.71,0,0,5.35,0,0,0,1.34,0,22.76,1.34,0,4.02,13.39,0,0,0,0,0,17.4,0,0,0,0,0,2.68,0,1.34,0,0,14.72
3Month,0,2.24,0.64,17.28,0.32,0.32,0.32,2.24,8.64,0,31.99,8.32,1.6,8.64,1.28,5.12,9.6,2.24,1.28,0,2.88,0.96,0.32,0,0.96,0.32,0,0,1.28,3.2,0.32,1.92,0.96,11.84
22Month,0,3.28,0,11.48,0,1.64,0.55,1.09,19.68,2.19,75.44,8.75,3.28,14.76,0,2.19,16.95,3.28,0,2.19,3.28,0,0.55,0,2.19,0,1.09,0.55,0,1.64,1.64,0,0,4.92
