stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,14.98,1.07,0,6.42,1.07,14.98,0,0,0,0,0,0,0,5.35,14.98,0,8.56,0,0,2.14,0,1290.17,75.96,2.14,1.07,16.05,1.07,1.07,4.28,2.14,0,1.07,0,0,0
21Day,6.69,0,2.68,10.71,1.34,14.72,1.34,0,0,2.68,0,1.34,4.02,0,9.37,2.68,16.06,0,0,2.68,0,546.12,28.11,1.34,1.34,8.03,13.39,4.02,5.35,0,1.34,1.34,0,0,4.02
3Month,0,0.32,0.64,3.52,0,0,0,0.32,0.96,4.8,1.6,0,1.6,1.28,1.28,0.32,0.64,0.32,0,0.64,0.64,4.48,2.56,0,0.32,0,0.64,85.75,0,0,0,0,0.64,57.59,0.32
22Month,0,0.55,0,0,0,0,0,0,1.09,4.92,0,0.55,1.64,0,0,0.55,1.09,0.55,1.09,0,0,2.19,0.55,0.55,0,0,0,52.48,0,0,0,0,0,0,0
