stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,4.09,0,4.09,4.09,0,0,0,0,8.17,98.07,0,0,0,0,0,0,0,0,12.26,0,0,0
72hpf,6.42,0,0,2.14,1.07,6.42,0,0,0,0,0,0,0,0,3.21,4.28,1.07,6.42,0,0,0,1.07,579.83,29.95,1.07,0,21.4,0,0,12.84,13.91,10.7,13.91,0,0,0
21Day,5.35,0,1.34,17.4,2.68,13.39,0,0,0,0,1.34,0,4.02,1.34,0,6.69,22.76,6.69,0,0,8.03,0,386.84,16.06,2.68,0,10.71,16.06,2.68,2.68,12.05,24.09,17.4,0,0,1.34
3Month,0.32,0.32,0.32,8.96,0.64,0,0.32,0.32,0.96,0,7.04,3.52,0,2.88,3.84,2.88,1.28,2.56,0.32,0,0.32,0.32,1.6,0,1.28,0.96,0.32,0.64,5.12,2.56,0.32,0,0.64,0.64,2.88,2.24
22Month,1.64,2.73,1.09,9.84,0.55,0,1.64,0.55,6.56,9.84,56.85,3.28,0.55,9.29,7.65,0.55,8.75,3.83,1.09,0.55,0.55,0,6.01,0.55,4.37,14.21,0.55,0,8.75,21.32,30.61,0,0.55,0.55,0,3.83
