stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,28.6,0,0,0,0,16.35,57.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,0,0,3.21,2.14,12.84,0,0,0,0,0,0,0,1.07,0,1.07,10.7,1.07,20.33,0,2.14,1.07,0,64.19,34.23,0,1.07,0,20.33,0,0,0,3.21,0,1.07,0,0,0,0
21Day,25.43,4.02,2.68,124.48,4.02,121.81,0,38.82,0,0,0,2.68,2.68,41.49,4.02,10.71,41.49,24.09,66.93,0,1.34,6.69,1.34,153.93,74.96,6.69,10.71,0,21.42,14.72,0,2.68,8.03,8.03,6.69,2.68,0,0,34.8
3Month,0.32,2.56,1.28,51.51,0.32,0,0.64,1.6,6.4,47.99,0,101.42,23.04,15.04,16.32,10.56,12.16,47.03,14.72,6.08,0,9.28,3.2,3.2,2.24,4.16,1.6,0,1.6,2.88,0.32,29.12,0,0,0,0,5.44,47.03,56.95
22Month,0.55,15.31,11.48,64.51,1.09,0,7.11,3.28,16.4,140.49,55.76,1254.03,28.97,26.79,59.04,5.47,7.11,131.74,38.81,2.73,21.32,15.85,1.09,3.28,0.55,10.39,0.55,1.09,0.55,1.09,0,8.2,2.19,2.19,0,0.55,1.64,0.55,53.03
