stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,40.86,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,1.07,0,0,0,0,0,0,0,0,0,2.14,1.07,0,2.14,0,0,0,0,3.21,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,4.02,0,0,16.06,0,0,2.68,0,0,0,5.35,0,0,0,0,1.34,1.34,2.68,0,0,0,0,1.34,5.35,0,0,0,1.34,2.68,0,0,0,1.34,0,0,0,0
3Month,0.64,0,4.48,19.84,0,0.96,0,0.96,7.04,0,953.13,12.8,0.32,13.44,1.28,8.64,4.16,10.56,2.24,0.32,2.24,2.56,1.28,0.64,0.64,1.6,0,0.64,11.84,11.52,0.64,0,0,0.32,1.92,3.52,5.44
22Month,0,1.09,0.55,6.56,0,2.19,0,2.19,9.29,3.83,707.92,4.92,3.28,6.01,1.64,0.55,4.92,5.47,0.55,8.2,0,0.55,0.55,0,0,1.09,0.55,0,1.64,3.83,0,1.09,0,0.55,0,0,1.64
