stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,93.99,4.09,0,77.64,12.26,0,0,0,0,0,0,0,0,0,0,4.09,0,16.35,122.59,0,0,0,138.94,204.32,0,0,0,61.3,0,0,0,0,0,0,0,0,0
72hpf,35.3,3.21,0,2.14,2.14,6.42,0,0,0,0,0,0,0,0,0,0,9.63,0,542.38,0,5.35,0,53.49,39.58,0,0,0,620.48,0,0,8.56,0,0,3.21,0,0,0
21Day,16.06,1.34,0,9.37,4.02,16.06,0,2.68,0,0,0,1.34,1.34,2.68,6.69,0,13.39,6.69,966.42,0,6.69,0,26.77,42.83,0,0,0,259.68,30.79,0,0,1.34,6.69,6.69,0,0,8.03
3Month,0,2.24,0.32,7.04,0,0,1.28,0,0.64,10.56,0,40.31,1.6,0.32,2.56,1.6,5.44,4.16,460.73,30.72,3.2,0.32,2.56,0.32,0.64,3.2,0,1.92,1.28,1.6,0,0,0,18.24,1.28,0.64,1.6
22Month,0,2.19,0,1.64,0,0,2.19,0,0,3.28,1.09,143.22,0.55,0.55,1.64,0,0.55,3.83,259.11,8.75,0.55,0,0.55,0,0,42.09,1.09,0,0,0.55,0,0,0,1.64,0,0,0.55
