stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,16.35,0,77.64,0,4.09,0,0,0,0,0,8.17,0,0,0,0,0,0,12.26,175.72,0,0,0,0,81.73,1295.39,4.09,0,0,53.12,0,0,0,0,0,0,12.26,0,0,0
72hpf,13.91,2.14,0,11.77,4.28,6.42,0,1.07,0,2.14,0,0,0,0,0,0,4.28,12.84,2.14,58.84,0,2.14,0,1.07,503.87,201.12,1.07,7.49,0,54.56,1.07,0,0,20.33,0,1.07,5.35,0,0,1.07
21Day,18.74,1.34,0,32.12,4.02,26.77,0,8.03,1.34,0,0,0,2.68,0,4.02,4.02,1.34,6.69,6.69,97.71,0,0,1.34,0,155.27,93.7,0,8.03,0,26.77,9.37,0,1.34,6.69,4.02,5.35,0,0,0,1.34
3Month,0,4.8,0.32,31.99,0.32,0,1.28,0.96,7.68,6.4,0,0,35.19,4.16,1.6,22.08,2.88,8.96,6.4,16.96,3.52,0,2.88,2.56,3.84,1.92,1.6,1.28,0,0.96,0.64,0.32,96.62,0.64,0,0,1.28,8.64,26.24,7.68
22Month,0,7.65,1.09,12.57,0,0,2.73,0.55,2.73,15.31,16.95,0,86.37,4.92,9.84,18.59,1.64,0.55,13.67,16.95,1.64,3.83,6.56,0,2.19,0,7.65,2.73,0.55,1.09,0,0,51.93,1.64,1.09,0,0,1.09,0,6.01
