stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,8.17,0,12.26,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,2.14,0,0,0,1.07,4.28,2.14,0,0,4.28,0,0,1.07,0,0,0,0
21Day,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,4.02,0,2.68,0,0,0,1.34,2.68,0,0,0,2.68,0,1.34,0,0,0,0,0
3Month,0,0.64,0.96,21.76,1.92,0.32,1.92,5.44,0.64,15.36,7.04,0,9.28,0.64,7.36,3.2,8.64,1.28,0.32,0.64,12.8,1.92,0,0.32,1.6,0,1.92,25.92,0,0.64,2.24,95.66,7.36
22Month,0.55,0,0,5.47,0,0,0.55,1.64,1.64,21.87,0,1.09,1.64,0,0,2.19,4.92,0,2.73,0.55,8.2,0.55,0,1.09,0,0,0.55,12.03,0,0,0,1.64,2.19
