stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,49.04,20.43,0,0,0,0,8.17,228.84,0,0,4.09,0,0,0,0,0,0,8.17,0,0,0
72hpf,3.21,12.84,0,13.91,0,1.07,0,2.14,0,1.07,0,0,0,13.91,0,16.05,23.54,29.95,64.19,0,7.49,0,2.14,51.35,109.12,0,0,40.65,2.14,0,0,5.35,1.07,0,3.21,0,0,0
21Day,33.46,17.4,4.02,286.45,2.68,10.71,0,62.91,0,10.71,0,8.03,9.37,227.55,8.03,17.4,143.22,144.56,116.45,0,0,18.74,2.68,45.51,64.25,1.34,6.69,46.85,25.43,0,2.68,14.72,0,5.35,1.34,2.68,0,77.63
3Month,1.28,6.08,2.56,105.26,0.32,0,0.96,9.6,18.56,29.12,0.32,26.56,24.32,28.8,44.79,3.84,10.56,59.19,9.6,2.24,0,8,6.08,2.24,0.96,4.16,0.64,0.64,3.84,0.32,18.56,0.32,0,0,0.64,10.24,4.8,83.83
22Month,0.55,21.87,10.93,83.64,0,0,4.37,5.47,24.6,63.41,10.39,115.34,10.39,39.36,136.66,3.28,12.57,91.84,18.59,0.55,5.47,28.43,0.55,1.64,0.55,4.37,2.19,0.55,1.09,0,20.23,3.83,0.55,0,0.55,3.83,0,62.32
