stage,Enterocyte,Erythrocyte,Ionocyte,Keratinocyte,Neural.cell,Neural.progenitor.cell,Primordial.germ.cell,T.cell
72hpf,0,0,1.06979114146608,0,0,1.06979114146608,0,0
21Day,1.33853308820331,4.01559926460992,0,1.33853308820331,1.33853308820331,0,0,0
3Month,0,0,0,0,0,0,0.319949299554195,0.319949299554195
