stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,4.09,0,0,0,4.09,0,0,0,0,0,0,0,0,4.09,8.17,4.09,0,0,0,0,4.09,106.25,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,2.14,1.07,0,1.07,0,0,0,0,0,0,0,0,0,1.07,5.35,1.07,6.42,0,1.07,0,0,72.75,20.33,0,0,6.42,0,0,2.14,1.07,0,0,0,0,0
21Day,2.68,1.34,10.71,1.34,5.35,0,2.68,0,0,0,0,1.34,5.35,0,1.34,0,4.02,9.37,0,0,4.02,0,24.09,4.02,0,0,1.34,1.34,0,0,0,1.34,1.34,0,0,4.02
3Month,0,1.6,11.84,0,0,0.32,0,1.92,7.04,0,8,4.48,0,3.84,2.56,4.48,5.44,5.44,0.96,0,1.28,0.96,0.64,0,0,0.96,0.32,1.6,14.4,0,0,0,0,2.24,3.84,2.88
22Month,0,2.19,2.19,0,0,0,0,0,32.25,2.73,24.6,2.73,2.73,3.83,0,0.55,7.11,3.83,0,1.64,2.19,0,0.55,0,1.09,0,0.55,0.55,4.92,1.09,0,0,0,0,0,0
