stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,4.09,24.52,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,3.21,7.49,0,0,0,0,0,0,0,0,0,3.21,14.98,0,3.21,0,0,0,0,4.28,5.35,0,0,5.35,0,0,2.14,0,0,0,0,0,0
21Day,1.34,0,1.34,21.42,12.05,0,1.34,0,0,0,0,0,6.69,1.34,0,16.06,4.02,13.39,0,0,0,1.34,5.35,2.68,0,0,1.34,2.68,2.68,0,0,1.34,1.34,0,0,1.34
3Month,0.32,0.64,0.32,21.12,0,0.64,0,4.48,4.48,0,23.36,4.8,0.32,12.8,0.96,7.36,5.76,3.52,0.64,0,3.2,1.6,0.32,0.32,1.6,0.32,0,1.28,9.28,0,0,0,0.32,0.96,3.52,5.12
22Month,0,2.19,0.55,9.29,0,1.09,0.55,2.73,8.75,2.73,38.81,1.64,0.55,10.93,1.64,2.73,6.01,1.09,0.55,0.55,1.64,0,0.55,0,0.55,0,0,0,7.11,0.55,0.55,0,0,0,0,3.28
