stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,14.98,4.28,0,3.21,0,0,0,1.07,0,0,0,0,0,0,2.14,0,4.28,5.35,0,9.63,0,2.14,1.07,0,2.14,5.35,0,0,0,8.56,0,0,2.14,2.14,0,0,0
21Day,12.05,0,0,20.08,0,2.68,0,0,0,0,0,0,0,0,2.68,0,13.39,12.05,4.02,53.54,0,0,6.69,0,5.35,5.35,0,0,0,28.11,1.34,1.34,1.34,4.02,0,0,1.34
3Month,3.2,21.76,2.24,46.71,0,0,0.96,2.56,0.32,2.88,6.4,0,21.44,0.96,1.6,2.56,8.96,31.67,19.84,48.63,9.92,0,8.64,2.24,0.64,0.32,0.64,1.6,0,4.16,0.96,16.64,0.96,0.64,12.16,1.28,28.48
22Month,2.19,42.09,2.19,28.97,0.55,0,3.83,2.19,0.55,3.28,16.95,28.43,157.44,4.92,32.25,3.83,10.39,12.03,51.39,76.53,6.56,6.01,3.83,0,1.64,0.55,1.09,0.55,0.55,3.83,2.19,24.6,3.83,2.19,3.28,0,43.73
