stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,12.26,0,0,0,0,8.17,85.81,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,1.07,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,3.21,0,6.42,0,0,0,0,20.33,12.84,0,0,0,4.28,0,0,1.07,0,0,0,0,0
21Day,0,1.34,0,1.34,1.34,0,0,4.02,0,0,0,0,0,1.34,0,0,0,1.34,5.35,0,0,0,0,0,12.05,5.35,0,0,0,0,1.34,0,0,1.34,0,0,0,1.34
3Month,0.32,2.56,1.28,28.8,0,0,0,0.32,0.32,3.52,5.44,0.32,36.47,4.48,0.64,10.24,1.6,10.24,7.36,7.04,1.6,0,2.24,0.96,0.96,0,0.96,0.32,0,0,0.96,17.6,0.64,0,0,3.52,35.51,11.84
22Month,2.19,15.85,0.55,29.52,0,0,10.93,2.19,0,2.19,70.52,8.2,294.65,39.91,17.49,16.4,2.19,8.75,66.15,57.95,1.09,14.76,2.73,0.55,2.73,0,1.09,8.2,1.09,0.55,0,0,2.19,1.09,0.55,0.55,0,11.48
