stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,8.17,4.09,16.35,0,0,0,0,28.6,49.04,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.14,0,3.21,1.07,3.21,0,0,0,0,0,0,0,0,0,2.14,13.91,2.14,6.42,0,0,0,1.07,58.84,16.05,0,3.21,2.14,0,0,1.07,0,1.07,0,0,0
21Day,0,0,0,6.69,2.68,2.68,0,0,1.34,0,0,0,0,6.69,0,0,4.02,5.35,16.06,0,0,2.68,0,26.77,12.05,0,4.02,4.02,1.34,0,0,2.68,0,0,0,4.02
3Month,0.32,1.28,1.92,23.04,0.32,0,1.6,1.6,6.08,0,0,142.06,6.72,0.96,9.6,3.52,5.44,12.16,8.64,0.96,0,1.28,6.72,9.28,0,1.6,1.28,0.64,3.52,9.28,0.64,0,0,2.24,3.2,6.4
22Month,0,3.28,0,5.47,0,0,0,1.64,4.92,2.19,0,135.02,3.28,1.64,11.48,0.55,0.55,13.67,9.29,0.55,3.28,0,0,3.83,1.09,2.73,4.92,0,0.55,3.28,1.09,0,0,1.09,0,4.37
