stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,0,0,0,0,4.09,69.47,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.42,0,0,3.21,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,6.42,0,16.05,0,0,0,0,98.42,37.44,1.07,1.07,13.91,0,0,2.14,0,0,0,0,0
21Day,2.68,1.34,0,14.72,0,5.35,0,1.34,0,0,1.34,0,0,0,2.68,0,4.02,4.02,2.68,24.09,0,0,4.02,0,30.79,9.37,1.34,1.34,10.71,1.34,0,0,0,1.34,0,0,0
3Month,0.32,1.28,0.32,9.28,0.32,0,0.32,0.64,0.32,1.92,4.48,0,16,1.6,0.32,3.84,1.92,4.8,2.56,9.92,1.6,0.32,1.6,0.32,0.64,0,0.32,0.64,0.32,0.64,38.39,0.32,0,0,1.92,20.48,2.88
22Month,0,3.83,0,7.65,0,0,0,1.09,0,0,4.37,2.19,89.65,1.64,3.83,9.29,0.55,0.55,9.84,6.01,0,2.19,1.09,0,0.55,0,1.64,1.09,0.55,0,9.29,2.73,0.55,0,1.09,0.55,1.64
