stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,220.67,28.6,0,32.69,0,4.09,0,20.43,0,4.09,4.09,8.17,0,0,0,0,0,596.62,2329.25,0,0,0,0,0,138.94,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,341.26,31.02,0,10.7,0,0,0,0,0,0,0,0,0,0,0,4.28,13.91,0,94.14,0,1.07,12.84,0,24.61,7.49,0,1.07,0,6.42,0,0,0,0,0,0,0,0,0
21Day,242.27,1.34,0,34.8,0,5.35,0,1.34,0,0,0,1.34,0,2.68,8.03,4.02,18.74,1.34,9.37,0,0,8.03,0,9.37,4.02,0,4.02,0,2.68,2.68,1.34,0,0,1.34,0,0,0,0
3Month,2810.75,20.16,2.24,233.88,1.28,0,0.32,0.64,4.48,13.76,0,30.72,27.2,1.28,56.31,11.2,58.55,84.15,17.28,5.12,0,26.88,1.92,6.4,0.96,3.2,2.24,0,0.32,8,21.76,0.64,0,0,0,7.36,8.96,10.88
22Month,1842.23,18.59,1.64,34.99,0.55,0,0.55,0.55,0.55,10.39,0,44.83,3.83,1.64,25.69,4.92,13.67,6.01,9.29,2.19,3.83,18.59,0,0.55,0.55,0.55,1.09,0.55,0,0.55,107.69,1.64,1.09,0,0,0,0,6.56
