stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,69.47,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,26.74,2.14,2.14,0,0,0,0,0,3.21,0,0,0,0,3.21,0,24.61,0,0,0,0,75.96,60.98,0,0,2.14,1.07,0,4.28,2.14,6.42,0,0,0
21Day,2.68,0,0,1.34,0,0,0,0,0,0,10.71,0,0,0,0,1.34,1.34,0,4.02,0,0,1.34,0,8.03,2.68,0,0,2.68,2.68,0,0,2.68,12.05,0,0,0
3Month,1.92,3.2,3.84,813.95,0,0,4.16,0,1.92,6.4,24,60.15,7.04,0,23.36,3.2,11.52,11.2,10.56,0.96,3.2,7.68,8,2.56,4.16,8,0.64,0,4.48,23.04,0.64,0.32,0,3.84,8.32,14.08
22Month,0,0.55,0,93.48,0,0,4.92,3.83,2.73,0.55,10.39,33.35,1.09,1.64,4.92,0,0.55,1.64,11.48,0,4.37,0,0,0.55,4.92,2.73,0,0,0,1.64,0,0,0,0,0,0
