stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,16.35,0,28.6,4.09,0,0,0,0,0,4.09,0,0,0,0,8.17,8.17,57.21,0,0,0,0,0,253.36,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,3.21,1.07,0,0,0,0,0,0,0,0,0,2.14,1.07,0,7.49,0,0,0,0,29.95,19.26,0,0,0,4.28,0,0,2.14,0,0,0,0
21Day,0,0,0,9.37,0,1.34,0,0,0,0,0,0,1.34,0,0,1.34,0,4.02,0,0,0,0,6.69,1.34,0,0,0,2.68,0,0,0,0,0,0,0
3Month,0,3.84,0.96,7.36,0,0,0,0,1.28,0,32.63,0.96,0.32,1.6,0.32,2.88,2.88,5.12,0.64,0.64,0.32,0.32,0.96,0,0.96,0,0,0.32,0.64,15.36,0,0.32,0.32,5.12,0.32
22Month,0,9.29,2.73,10.39,0,0,1.09,1.09,4.92,4.92,150.88,3.28,0.55,2.73,0.55,3.28,5.47,12.57,0,3.28,0.55,0,0,0,1.09,0.55,79.26,0,0,5.47,3.83,1.09,0,0,1.64
