stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,8.17,0,0,0,0,12.26,102.16,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,2.14,0,6.42,2.14,1.07,0,0,0,0,0,0,0,0,0,0,1.07,14.98,1.07,9.63,0,0,0,0,72.75,19.26,0,0,42.79,0,0,4.28,0,3.21,0,0,0
21Day,5.35,0,1.34,12.05,1.34,6.69,0,0,0,0,0,0,1.34,0,0,0,1.34,10.71,1.34,17.4,0,0,2.68,0,14.72,6.69,0,1.34,16.06,1.34,0,9.37,0,1.34,0,0,0
3Month,0.32,0.64,0.64,6.08,0,0,0,0.32,0.32,1.28,0.32,0,16.32,0,0.32,2.88,0.32,6.72,0.64,11.84,0.64,0,0,0.32,0,0.32,1.28,1.28,1.6,0.64,1.6,0.32,0,0.32,2.88,7.36,0.64
22Month,0.55,3.28,1.09,8.75,0,0,0.55,0,2.19,2.73,6.56,0,156.89,0.55,0.55,6.01,0.55,2.19,2.19,6.01,0,1.64,1.09,0,0.55,0,3.28,3.28,1.64,0.55,2.73,0.55,0.55,0,1.09,0,0
