stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0
72hpf,5.35,1.07,0,3.21,2.14,1.07,0,0,0,0,0,0,0,0,1.07,0,1.07,4.28,1.07,7.49,0,0,0,0,63.12,16.05,0,0,5.35,0,0,1.07,17.12,3.21,910.39,0,0,0
21Day,4.02,1.34,1.34,6.69,1.34,17.4,0,0,0,0,1.34,0,4.02,1.34,6.69,2.68,1.34,5.35,4.02,24.09,0,0,1.34,0,24.09,12.05,0,0,12.05,12.05,1.34,2.68,13.39,12.05,716.12,0,0,1.34
3Month,1.92,2.24,1.28,31.67,0.32,0,1.6,0.32,0.32,10.88,10.24,0,57.27,12.48,0.96,20.8,7.68,7.04,10.56,11.84,1.28,0.32,2.88,8,5.12,0.96,3.2,3.84,0.96,13.44,1991.36,0.96,0,0,23.36,8.96,2735.89,11.84
22Month,0,1.09,0.55,1.64,0,0,0,0.55,0,0,2.19,0.55,21.87,1.09,0.55,2.73,0.55,1.09,2.73,7.11,0.55,0,0,0.55,0.55,0,0,0,1.09,0,197.34,0.55,0.55,0,17.49,0,18.04,0.55
